review,label
"

These arethe numbers I have been stating in the past 5-10 messages. It
really angers me that you insisted you were right, and that you had
no clue what your own car weighed. Why didn't you check when I first
told you that your figures were implausible?



I'd like to hear a better explanatin of how you come to that 
conclusion from the above data.

No, sorry your wrong again. *You* quoted the del Sol as doing 0-60 in
8.1 according to C+D. Interestingly, the Stealth ES, which is
*faster* than your RT does the samerun in 8.5 seconds according to
C+D. Kind of embarassing isn't it? Why didn't you check the figures

before posting? It only makes you look stupid when you are caught out
twice with *your own* figures.


You really should have checked.

      *2*
If you insist, I gave you every chance to retract, but:

  Dodge Stealth ES Auto does an 8.5/16.4 - Wonder why you couldn't find it?

Do you realize that a 9k Sentra (C+D) will run a 16.7, that a Sentra SE-R or Saturn
will run in the 15's? Don't you think it is kind of strange that your
222hp sports car is so easily beaten. 

A Mustang 5.0, which weights about the same (according to *your* numbers),
has less power and is much quicker? Care to explain. Don't be abusive,
just try and come up with a rational explanation of where those 222hp
went to, its a mystery to me.

",0
"From article <1pq6i2$a1f@news.ysu.edu>, by ak296@yfn.ysu.edu (John R. Daker):

	Oh, sure -- sorry, but the absence of a cupholder is not gonna
discourage anyone from eating/drinking in the car;  let's just put one
in anyway, so at least they don't have the further distraction of trying
not to spill it.
	Furthermore, you are obviously not a smoker; on a cold day, it
takes a certain skill to toss a butt out of a cracked window without having
it wind-deflect into the back seat.  Also, just 'cause some smokers use
the window, doesn't mean all of us do.
	This reminds me of *one* pleasant feature in the otherwise
ergonomically-hellish interior of the Alfa Romeo Milano:  you could ash
your cigarette without even removing your hand from the wheel; the 'tray
was *right*there*.


	These, I will agree, are abominations, right along with the fake
continental spare-tire kit -- it's sad watching those little old ladies 
try to load their groceries into the trunk with that huge tire-medallion
in the way.
	Most pitiful fake convertible top: on a ""Cadillac"" Cimarron, with
all the chrome door trim still visible -- not fooling *anyone*.
Of course, there was that Hyundai Excel I once saw...",0
"A friend of mine is cnsidering buying a new car, and is considering the
Subaru Impreza or the Nissan Altima right now.  Which of these two cars
would you recommend.  We definately want an airbag and ABS, and room for
tall people and long legs.

If you have other suggestions for cars under $13K after dealing I'd be
interested
in you opinions as well.

PLEASE send replies to sem1@postoffice.mail.cornell.edu, no tthis address.",0
"According to a LoJack representative I saw recently, LoJack must be installed by
an authorized LoJack dealer, and is placed in one of (roughly) 30 spots in the
car...
",0
"A list of options that would be useful. They can be existing
options on a car, or things you'd like to have...

1) Tripmeter, great little gadget. Lets you keep rough track of
   mileage, makes a good second guesser for your gas gauge...

2) Full size spare

3) Built in mountings and power systems for radar detectors.

4) a fitting that allows you to generate household current with
the engine running, and plug ins in the trunk, engine compartment
and cabin.

Feel free to add on...

Regards, Charles
x",0
"I have just taken delivery on a new GM car (Firebird) with a 
clearcoat finish.  I assume that it is probably urethane since the 
industry has moved in that direction in paints.
 
In years past, it used to be recommended that owners wait up to 
60 days before you wax a car, for the paint to ""cure.""  The dealer 
shop manager said this also, but I'm not sure that he wasn't just 
basing it on past tradition.  Does anyone know if this is still a 
recommended practice, or is it better to go ahead and wax right 
away (non-abrasive new car wax) with the newer finishes? 
",0
"
I really must object to that last statement.  Having a lot of experience
with a '92 Grand Am coupe, I can firmly state that they do have a lot of
outstanding qualities.  Very reliable throughout.  Great layout of controls
and components.  Very roomy considering the exterior size of the car.  They 
look sharp inside and out.  The V6 that I drive has exceptional power and 
drivability compared to other similar cars that I have driven.

All in all, it's a fun-to-drive, dependable, and reasonably priced vehicle.
Please don't knock it with a statement like that unless you back it up with
specific reasons why you feel that way.

Rob
bell@plains.nodak.edu
",0
"							^^^^
						Rears also vented


Then you shouldn't've done it. Try answering the damn question.
I am well aware of the fact that there was no mention of the SC
in there.


Well, my point was that the SC and the SHO both have very similar
characteristics (front and rear disks (ABS on the SHO?), high output
V6, 4-wheel independent suspension, very good aerodynamics, 3-point
harness, fat rubber, and 130mph+ top speed). If one of them is 
up to standard (and I think the SC is), but the other isn't, then
why is that? No flamage, just curiousity.


				James",0
"
If the tire has a leak you should fix it. 


Doesn't work too well if the engine is hot, its more accurate to check the
oil when the engine is cool, i.e. not when you are at a gas station.",0
"



I've been asking myself this same question for the past year, so, if/when
you find out, would you please share the magistic answer with me.. 

The way I see it right now, work twice as hard so you can have both.

cheers :)",0
"A while back I asked for help in defending a traffic ticket I received.
 In short:
     The ticket was for not stopping at a stop sign. Given the conditions
   I could not stop in time and decided instead of sliding right through the
   intersection, I would complete my right-turn and avoid a possible accident.
   A police cruiser happened to be approaching the intersection from my left
   and gave me the ticket.
     The officer said ""The only reason that you even slowed down in the first
   place was that you saw me approaching, otherwise you would have bombed right
   through""


  I would like to thank all those who responded favorably to my request for
 help. To all of those who told me to bite the bullet and pay the fine:
 PHGHGHGHGH..

 The judge sided with me and decided that in this case ""Not stopping"" was the
 safest thing to do and found me NOT GUILTY.

  The officer's statement and my account of the conditions at the time (very
  slippery, backed by newpaper weather conditions) were the factors what made
  the judge decide on his verdict.


  Moral: If you have never been to court before and you think you have a case,
	 go for it. It is a very interesting process, and it is there for
	 your benefit. Exercise your rights.


 Trev",0
"out-
have
air,
hahaha ... my sentiments exactly.  
",0
"
That's nothing.  When a friend of mine went shopping for a small
sedan a few years ago, she brought me along as a token male so
the salespeople wouldn't give her the ""bimbo"" treatment.
Her first choice was a Mazda 323, and second choice was a Nissan
Sentra.  We went to a Mazda dealership and described what ""we""
wanted.  We started negotiating on the price, and the salesdroid
kept playing the ""let me run this price by the sales manager"".  After
playing the ""good salesman, bad salesman"" game, we finally told him
that if he didn't have the authority to negotiate a price, perhaps
we should be speaking directly to someone who did.  He brought in
the sales manager who proceeded to dick us around with every trick
in the book.  (Read Remar Sutton's ""Don't Get Taken Every Time"" for a
list.)  Finally, after playing a few more rounds of ""you'll have to
work with us on this price"", also known as ""each time you come up a
thousand dollars we'll come down ten"", the salesmanager gave a signal to
his two sales cronies, stood up, and said ""well, we can't come down any
more so I guess we can't help you"" and they trouped out of the room,
leaving us sitting in the salesman's office all by ourselves.  Hmm.
I'd read that sleazy salesmen sometimes bug their own offices so they
can leave and listen in on couples discussing the sales offer, and
I mentioned this aloud to my friend while we were sitting there wondering
why they would leave us in the office instead of showing us to the
door.  For lack of anything better to do, I picked up the phone on
the desk and called another Mazda dealership, asked for a salesman,
and began discussing what kind of price they would consider.  A few
sentences into the conversation, Mr. Salesmanager broke into the line
(!) and began telling me how rude he thought it was that I would call
another dealership from ""his"" phone!  I said that since he'd announced
that our business was over, he shouldn't care, and every time I tried
to talk to the other sales guy the sales manager would drown out our
voices with his own.  (How did he know that I was using the phone,
anyway?)  Finally, I hung up and we headed out of the showroom.
Sales manager and cronies come out of a little unmarked room and he
begins to berate us again.  We say that we won't bother him anymore,
we're going next door to the Nissan dealership.

Then comes the part I wish I could have videotaped.  As we go out
the front door, the sales manager SHOUTS across the entire showroom,
customers and all, ""Go ahead!  You DESERVE to buy a Nissan!""
So my friend bought a Sentra.",0
"
About a year ago, some kids tossed a rock off an overpass on I-94 near Eau
Claire, Wisconsin and it killed the driver below.  (I believe he was a
schoolteacher from Minnesota.)",0
"
The 1941 Lincoln Continental was the first car to sport the ""continental
kit."" The continental kit is not to be confused with ye olde outside
mounting bracket; a continental kit is a very specific ornament/storage
compartment. (The 1941 Continental has a neat trunk; it looks rather
like a laundry hamper, IMHO. :-)

				James",0
"Just found a great deal on a Clifford Delta car alarm, $450 installed.  
Comes with glass break sensor, motion detector, and shock detector.  Does 
anyone have one of these alarms?  Are they any good?  From the looks of it, its
about the best on the market for the price.  It's also on sale, so that's 
another reason to get it.  I think I'll be saving almost $200.  Any opinions?",0
